Literal Lemma,MariT sense,IWN sense,Gloss S. (WM),Total S.,T. Relation S.,Mariterm ID,ItalWN ID,Mariterm Gloss,ItalWN Gloss,MariTerm Relations,ItalWN Relations,bonus,malus,missing_relations,no_gloss_relations,bonus_relations
impermeabile,1,1,0.0,0.0,0,AG#1618,AG#44287,dicesi di oggetto o contenitore impenetrabile dall acqua ,che non si lascia attraversare da liquidi  impossibile da penetrare,[],"[""near_synonym, stagno, che è a perfetta tenuta d'acqua o d'altro liquido. (Score: 0.00)"", 'has_hyperonym, impossibile, Detto di ciò che non si può realizzare  che non può accadere  che non si può fare. (Score: 0.00)']",0,0,[],[],[]
impiombatura,1,1,-0.07909739075852214,-0.07909739075852214,0,N#1609,N#10726,"sistema tradizionale per unire le estremità di due cime in tessile  intrecciando i legnuoli della cime per una lunghezza ampia in modo da garantire una perfetta tenuta 
",[FALLBACK] azione (o serie di azioni ) che tende a produrre un effetto  che è volta ad un fine.,[],"['xpos_near_synonym, impiombare, No Gloss (Score: 0.00)', 'has_hyperonym, operazione, azione (o serie di azioni ) che tende a produrre un effetto  che è volta ad un fine. (Score: 0.00)']",0,0,[],[],[]
incagliarsi,1,1,0.0,0.0,0,V#1440,V#40012,si dice quando un imbarcazione rimane bloccata su una secca o un bassofondo sabbioso,toccare il fondo con la chiglia,[],"['xpos_near_synonym, incaglio, No Gloss (Score: 0.00)', 'has_hyperonym, toccare, accostare la mano o altra parte del corpo a qc.  a q.c. stabilendo un contatto  sfiorando  premendo. (Score: 0.00)', 'has_hyponym, vararsi, No Gloss (Score: 0.00)']",0,0,[],[],[]
incocciare,1,1,-0.06621329445893553,-0.06621329445893553,0,V#1627,V#37016,"sinonimo marinaresco di agganciare  cioè inserire un gancio o un grillo in un anello o in un occhio di una cima 
",[FALLBACK] colpire inavvertitamente ma con una certa forza.,[],"['has_hyperonym, urtare, colpire inavvertitamente ma con una certa forza. (Score: 0.00)']",0,0,[],[],[]
incrocio,1,4,0.05400418246765695,0.05400418246765695,0,N#1629,N#818,"indica l avvicinamento di due velieri che navigano con mure opposte e su rotte convergenti o quasi
",animale o pianta nati da incrocio di razze,[],"[""has_hyperonym, bestia, nome generico che indica tutti gli animali  tranne l'uomo.  organismo vivente caratterizzato dalla volontarietà del movimento (Score: 0.00)"", 'has_hyperonym, vegetale, nome generico di ogni vegetale arboreo  arbustaceo o erbaceo (Score: 0.00)']",0,0,[],[],[]
indicatore,1,2,0.08340941143953931,0.08340941143953931,0,N#1614,N#22861,strumento o pannello che riporta o ripete una misura velocità  profondità  pressione  etc,strumento per indicare qualcosa,[],"['has_hyperonym, strumento, arnese o dispositivo atto a compiere determinate operazioni (Score: 0.00)']",0,0,[],[],[]
inferire,1,3,0.08095090286810105,-0.579049097131899,0,V#1465,V#32637,"legare le vele all albero o infilarne e far scorrere la ralinga o gratile nell apposita canaletta dell albero e del boma  per distenderle e metterle in posizione di lavoro 
",assicurare  fissare un cavo di rinforzo  di manovra e sim in un alloggiamento,"[""xpos_near_synonym, inferitura, l'atto di inferire una vela. (Score: 0.00)"", 'has_hyperonym, manovrare, far funzionare attrezzature o strumenti per la navigazione mediante le operazioni o i movimenti necessari.  (Score: 0.00)']","[""has_hyperonym, assicurare, legare saldamente una cosa a un'altra con una fune e sim. (Score: 0.00)""]",0,-0.66,"['inferitura', 'manovrare']",[],[]
ingaggio,1,2,0.0,0.0,0,N#1631,N#20810,si  dice quando  in una regata velica  una imbarcazione raggiunge una seconda e ne supera la poppa con la sua prua,contratto per personaggi di spettacolo,[],"[""xpos_near_synonym, arruolare, assumere nell'equipaggio di una nave mercantile. (Score: 0.00)"", 'has_hyperonym, contratto, documento frutto di un accordo tra parti (Score: 0.00)']",0,0,[],[],[]
invasatura,1,1,-0.016590588560460695,-0.3465905885604607,0,N#1632,N#7244,insieme di strutture che sostiene la nave prima e durante il varo,[FALLBACK] invasatura di una pianta,"['has_xpos_hyperonym, situare, porre  collocare una persona o una cosa in un determinato luogo. (Score: 0.00)']","[""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)"", 'has_hyponym, invaso, invasatura di una pianta (Score: 0.00)']",0,-0.33,['situare'],[],[]
investire,1,2,0.0,-0.33,0,V#340,V#40700,urtare volontariamente,mettere a frutto capitali,"['has_hyperonym, abbordare, investire bordo contro bordo  di punta  per fianco. (Score: 0.00)']","['has_hyperonym, mettere, mettere in un certo stato  una certa condizione. (Score: 0.00)']",0,-0.33,['abbordare'],[],[]
Ionio,1,1,0.0,0.0,0,NP#1964,NP#47260,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Ipswich,1,1,0.0,0.0,0,NP#1164,NP#46722,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
isola,1,2,0.03768681980142445,-0.6223131801985756,0,N#2690,N#25992,[FALLBACK] isola composta da una particolare formazione di terra emersa e lagune.,gli abitanti dell isola,"['has_hyperonym, luogo, parte dello spazio occupata o occupabile materialmente o idealmente (Score: 0.00)', 'has_hyponym, atollo, isola composta da una particolare formazione di terra emersa e lagune. (Score: 0.00)']","['has_hyperonym, insieme, la totalità  persone o animali o cose radunate insieme (Score: 0.00)']",0,-0.66,"['luogo', 'atollo']",[],[]
Isole_Ciclopi,1,1,0.0,0.0,0,NP#2589,NP#46489,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Isole_Egadi,1,1,0.0,0.0,0,NP#2601,NP#46122,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Isole_Tremiti,1,1,0.0,0.0,0,NP#2591,NP#48610,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Istanbul,1,1,0.0,0.0,0,NP#1165,NP#46741,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Kalmar,1,1,0.0,0.0,0,NP#1166,NP#46836,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Karlstad,1,1,0.0,0.0,0,NP#1167,NP#45538,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Kiel,1,1,0.0,0.0,0,NP#2455,NP#46335,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Spezia,1,1,0.0,0.0,0,NP#2377,NP#45514,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
La_Valletta,1,1,0.0,0.0,0,NP#1169,NP#48214,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
lamiera,1,1,-0.1,-0.76,0,N#2072,N#11162,[FALLBACK] ,[FALLBACK] lamiera di ferro,"['has_hyperonym, prodotto siderurgico, No Gloss (Score: 0.00)', 'has_hyponym, lamiera di ferro, No Gloss (Score: 0.00)']","['has_hyperonym, lastra, pezzo di materiale rigido  di poco spessore e in genere rettangolare (Score: 0.00)', 'has_hyponym, banda_stagnata, No Gloss (Score: 0.00)', 'has_hyponym, bandone, lamiera di ferro (Score: 0.00)', 'has_hyponym, lamiera_zincata, No Gloss (Score: 0.00)', 'has_hyponym, lamierino, tipo di lamiera molto sottile (Score: 0.00)', 'has_hyponym, serranda, chiusura di sicurezza per porte e finestre (Score: 0.00)']",0,-0.66,"['prodotto siderurgico', 'lamiera di ferro']",[],[]
lancia,1,4,0.1216033147861901,-0.5383966852138099,0,N#1339,N#24022,"battello a remi o a motore utilizzato per fare la spola tra una nave o un imbarcazione e la costa nel linguaggio marinaro si chiama anche scialuppa
",imbarcazione a remi leggera e veloce,"['has_hyperonym, battello, piccola imbarcazione a remi o a motore adibita a vari usi specifici. (Score: 0.00)', 'has_hyponym, barca di salvataggio, imbarcazione ausiliaria  in genere di piccole dimensioni  tenuta a bordo per casi di emergenza. (Score: 0.00)']","['has_hyperonym, imbarcazione, qualsiasi natante di dimensioni relativamente piccole. (Score: 0.00)']",0,-0.66,"['battello', 'barca di salvataggio']",[],[]
lanciarazzi,1,2,0.09349477497536716,-0.23650522502463284,0,N#1340,N#15566,particolare pistola per lanciare razzi,dispositivo per il lancio di proiettili a reazione,"['has_hyperonym, pistola, arma da fuoco corta  che si maneggia con una sola mano. (Score: 0.00)']","['has_hyperonym, ordigno, meccanismo atto a compiere un certo lavoro  meccanismo atto a compiere un dato lavoro. (Score: 0.00)']",0,-0.33,['pistola'],[],[]
landa,1,1,0.039242701513078286,0.039242701513078286,0,N#1635,N#5070,"piastra di acciaio alla quale si fissa il capo inferiore del sartiame che sostiene l albero laterale  a prua e a poppa 
",conca arida  sabbiosa  bordata di dune  tipica della francia meridionale,[],"['has_hyperonym, bacino, concavità naturale su una superficie (Score: 0.00)']",0,0,[],[],[]
faro,1,3,0.0735747461058951,-0.9164252538941049,0,N#185,N#51463,il faro del porto  il termine faro deriva dall isola di pharos  dove fu eretto nel 300 ac il primo e più celebre fanale dell antichità  a segnalare l entrata al porto di alessandria d egitto,guida spirituale  punto di riferimento,"['has_hyperonym, segnale marittimo luminoso, No Gloss (Score: 0.00)', 'has_hyponym, faro a lampi, tipo più comune di faro. (Score: 0.00)', ""has_hyponym, radio-faro, emette segnali radio di frequenza specifici e diversificati che ne consentono l'identificazione. (Score: 0.00)""]","['has_hyperonym, uomo, essere umano (Score: 0.00)']",0,-0.99,"['segnale marittimo luminoso', 'faro a lampi', 'radio-faro']",[],[]
larghezza,1,1,0.0,0.0,0,N#1636,N#11632,"distanza tra i due punti estremi della sezione maestra cioè della parte più larga della coperta  includendo il fasciame 
",l ampiezza di qualcosa da un lato all altro,[],"['xpos_near_synonym, esteso, Grande in estensione  vasto. (Score: 0.00)', 'xpos_near_synonym, largo, esteso in larghezza (Score: 0.00)', 'has_hyperonym, estensione, il livello di estensione (Score: 0.00)']",0,0,[],[],[]
Larne,1,1,0.0,0.0,0,NP#1170,NP#47336,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Las_Palmas,1,1,0.0,0.0,0,NP#1171,NP#47213,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Le_Havre,1,1,0.0,0.0,0,NP#1172,NP#45987,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
legno,1,4,0.1211164737164705,-0.8688835262835295,0,N#1646,N#50324,termine generico per indicare il legname nelle sue diverse forme  molto usato per la costruzione del fasciame di scafi di piccole dimensioni  e per gli arredi,carrozza o calesse per estensione metonimica fig,"['has_hyperonym, materiale, materia  sostanza necessaria per un certo lavoro o per certe attrezzature. (Score: 0.00)', 'has_hyponym, abete, legno particolarmente usato per le alberature delle barche a vela. (Score: 0.00)', ""has_hyponym, barchetta, legno appesantito  fissato a un'estremità della sagola e lasciato in mare come punto di riferimento  usato per calcolare la velocità di una imbarcazione. (Score: 0.00)""]","['near_synonym, calesse, No Gloss (Score: 0.00)', 'near_synonym, carrozza, No Gloss (Score: 0.00)', 'has_hyperonym, mezzo, qualunque mezzo di trasporto (Score: 0.00)']",0,-0.99,"['materiale', 'abete', 'barchetta']",[],[]
Leith,1,1,0.0,0.0,0,NP#1173,NP#46678,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
levante,2,2,0.05399650954704321,-0.2760034904529568,0,N#2517,N#6372,vento fresco e umido di debole intensità che spira da est  principalmente nel periodo estivo  sulla zona di gibilterra,le regioni situate ad est,"['has_hyperonym, venti locali del Mediterraneo, venti tipici delle regioni del Mediterraneo. (Score: 0.00)']","['has_hyperonym, zona, una particolare regione geografica con proprie caratteristiche fisiche  naturali  culturali (Score: 0.00)']",0,-0.33,['venti locali del Mediterraneo'],[],[]
Limerick,1,1,0.0,0.0,0,NP#1188,NP#45573,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Lisbona,1,1,0.0,0.0,0,NP#660,NP#47627,[FALLBACK] ,capitale del portogallo,[],[],0,0,[],[],[]
Liverpool,1,1,0.0,0.0,0,NP#1189,NP#46845,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Livorno,1,1,0.0,0.0,0,NP#121,NP#47742,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
logistica,1,1,0.11835210373947612,-1.531647896260524,0,N#2002,N#16278,"settore che si occupa dell approvvigionamento  della distribuzione dei materiali e dei prodotti finiti  per estensione  disposizione di persone o cose in modo funzionale al raggiungimento di un dato scopo
",settore dell arte militare che organizza le attività riguardanti spostamenti  alloggiamento  rifornimento dei viveri e sim delle forze armate,"['near_synonym, servizio logistico,  La pianificazione  l’esecuzione e il controllo del movimento e del posizionamento di persone e beni  e delle relative attività di supporto  in una impresa (industriale o commerciale). (Score: 0.00)', 'has_hyponym, logistica dei trasporti, No Gloss (Score: 0.00)', 'has_hyponym, logistica di approvvigionamento, gestione dei flussi di materie prime. (Score: 0.00)', 'has_hyponym, logistica distributiva, gestione dei prodotti finiti. (Score: 0.00)', 'has_hyponym, logistica industriale, gestione dei semilavorati. (Score: 0.00)']","['has_hyperonym, ramo, area di conoscenze  campo di studio e specializzazione (Score: 0.00)']",0,-1.6500000000000001,"['servizio logistico', 'logistica dei trasporti', 'logistica di approvvigionamento', 'logistica distributiva', 'logistica industriale']",[],[]
Londonderry,1,1,0.0,0.0,0,NP#1190,NP#45857,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Londra,1,1,0.0,0.0,0,NP#2421,NP#45891,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Lowestoft,1,1,0.0,0.0,0,NP#1191,NP#46324,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Lubecca,1,1,0.0,0.0,0,NP#1192,NP#45516,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Luderitz,1,1,0.0,0.0,0,NP#1193,NP#47407,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Madras,1,1,0.0,0.0,0,NP#1194,NP#46234,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Malaga,1,1,0.0,0.0,0,NP#1195,NP#47010,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Malmoe,1,1,0.0,0.0,0,NP#1196,NP#45580,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Manchester,1,3,0.0,0.0,0,NP#2422,NP#46145,[FALLBACK] ,città del new hampshire usa,[],[],0,0,[],[],[]
manovrabile,1,1,0.0,-0.33,0,AG#1382,AG#50097,che si può manovrare,[FALLBACK] ,"['near_synonym, manovriera, dicesi di nave o imbarcazione che ha buone qualità evolutive  cioè che risponde in tempi brevi alle variazioni di direzione e di velocità.  (Score: 0.00)']",[],0,-0.33,['manovriera'],[],[]
manutenzione,1,2,0.10611657709472758,-0.5538834229052725,0,N#1710,N#3042,insieme delle operazioni che periodicamente vanno effettuate alle diverse componenti di un  imbarcazione per conservarne il buono stato  l affidabilità e la sicurezza in navigazione,la tutela del possesso di beni immobili  ottenuta per vie legali,"['has_hyperonym, insieme, la totalità  persone o animali o cose radunate insieme (Score: 0.00)', 'has_hyponym, manutenzione ordinaria, manutenzione periodica a scopo preventivo. (Score: 0.00)']","[""has_hyperonym, tutela, l'atto di proteggere (Score: 0.00)""]",0,-0.66,"['insieme', 'manutenzione ordinaria']",[],[]
Maputo,1,1,0.0,0.0,0,NP#1206,NP#48018,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar dei Caraibi,1,1,0.0,0.0,0,NP#2053,NP#46915,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar dei Sargassi,1,1,0.0,0.0,0,NP#2056,NP#50727,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Baltico,1,1,0.0,0.0,0,NP#2059,NP#45854,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Cinese_Meridionale,1,1,0.0,0.0,0,NP#2060,NP#47901,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Cinese_Orientale,1,1,0.0,0.0,0,NP#2061,NP#46081,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_dei_Coralli,1,1,0.0,0.0,0,NP#2062,NP#47030,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_del_Giappone,1,1,0.0,0.0,0,NP#2063,NP#45797,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_del_Nord,1,1,0.0,0.0,0,NP#2064,NP#46688,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_di_Sardegna,1,1,0.0,0.0,0,NP#2065,NP#46326,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Eussino,1,1,0.0,0.0,0,NP#2066,NP#47011,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Giallo,1,1,0.0,0.0,0,NP#2067,NP#47948,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Nero,1,1,0.0,0.0,0,NP#2068,NP#46583,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mar_Rosso,1,1,0.0,0.0,0,NP#2069,NP#47639,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
marcia,1,6,0.11756050231000172,-0.2124394976899983,0,N#1387,N#6693,"movimento dell imbarcazione dato dalla posizione dell invertitore neutro  avanti o indietro e dell acceleratore lenta  veloce  etc
",il marciare in un certo modo  specialità dell atletica leggera,"[""has_hyperonym, movimento, movimento dell'imbarcazione . (Score: 0.00)""]","['xpos_near_synonym, marciare, camminare a passo uniforme e cadenzato. (Score: 0.00)', 'has_hyperonym, atletica_leggera, insieme di discipline sportive che comprende la corsa  la marcia  il salto  il lancio e le prove multiple come il pentathlon. (Score: 0.00)', 'has_hyperonym, marcia, il marciare. (Score: 0.00)']",0,-0.33,['movimento'],[],[]
mare,2,3,0.0,-0.33,0,N#2728,N#12665,abbondanza  grande quantità  estensione,ampia distesa d erba  di sabbia etc,"['has_hyperonym, quantità, una grande quantità (Score: 0.00)']","['has_hyperonym, estensione, spazio o superficie indefinita ma di grandi dimensioni (Score: 0.00)']",0,-0.33,['quantità'],[],[]
mareggiata,1,1,0.049349675269157595,-0.2806503247308424,0,N#1174,N#9059,"burrasca generata normalmente da forti venti di traversia può essere o meno accompagnata da maltempo  e normalmente si abbatte sulle coste in modo
violento",[FALLBACK] violenta tempesta di mare o di vento.  agitazione violenta della superficie del mare o di un lago  tempo burrascoso  bufera di vento accompagnata da forti precipitazioni.,"['has_hyperonym, burrasca, temporale con forte vento che può produrre un forte moto ondoso  (Score: 0.00)']","['has_hyperonym, fortunale, violenta tempesta di mare o di vento.  agitazione violenta della superficie del mare o di un lago  tempo burrascoso  bufera di vento accompagnata da forti precipitazioni. (Score: 0.00)']",0,-0.33,['burrasca'],[],[]
Mare-Nostrum,1,1,0.0,0.0,0,NP#2055,NP#46524,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Marina_di_Carrara,1,1,0.0,0.0,0,NP#50,NP#46289,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
marò,2,1,-0.1,-0.43000000000000005,0,N#2717,N#9042,marinaio del corpo speciale anfibio battaglione san marco,[FALLBACK] chi ha scelto la vita militare per professione.,"['has_hyperonym, marinaro, chi presta servizio militare in marina senza alcun grado (Score: 0.00)']","['has_hyperonym, armato, chi ha scelto la vita militare per professione. (Score: 0.00)']",0,-0.33,['marinaro'],[],[]
Marsiglia,1,1,0.0,0.0,0,NP#2145,NP#47922,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mascat,1,1,0.0,0.0,0,NP#1207,NP#45811,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Mazara_del_Vallo,1,1,0.0,0.0,0,NP#1208,NP#47784,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
medico di bordo,1,1,0.0,0.0,0,N#803,N#50532,[FALLBACK] ,medico che svolge il suo lavoro su una nave mercantile o militare,[],"['has_hyperonym, medico, chi esercita la professione medica. (Score: 0.00)']",0,0,[],[],[]
Mercato_Comune_Europeo,1,1,0.0,0.0,0,NP#2354,NP#46117,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
meridiano,1,1,-0.1,-0.1,0,N#1719,N#7290,ciascuno dei circoli massimi della sfera terrestre passanti per i due poli,[FALLBACK] meridiano celeste,[],"['has_hyperonym, circolo, figura geometrica piana limitata da una curva  i cui punti sono equidistanti dal centro. (Score: 0.00)', 'has_hyponym, coluro, meridiano celeste (Score: 0.00)']",0,0,[],[],[]
Messina,1,1,0.0,0.0,0,NP#2448,NP#45816,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
meteorologo,1,1,0.0,0.0,0,N#2576,N#30303,[FALLBACK] ,studioso  esperto di meteorologia,[],"[""has_hyperonym, cultore, chi esercita un'attività intellettuale o ha spiccati interessi culturali. (Score: 0.00)""]",0,0,[],[],[]
Milazzo,1,1,0.0,0.0,0,NP#2379,NP#48636,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Milford_Haven,1,1,0.0,0.0,0,NP#1209,NP#46030,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Miramare,1,1,0.0,0.0,0,NP#2592,NP#47375,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
mistral,1,1,0.039298089411018304,-0.2907019105889817,0,N#1262,N#12804,vento molto forte  secco e freddo  proveniente da nordovest  che soffia  soprattutto nei mesi invernali  lungo la valle del rodano fino al golfo del leone,vento tipico di alcune zone della francia,"['has_hyperonym, venti locali del Mediterraneo, venti tipici delle regioni del Mediterraneo. (Score: 0.00)']","[""has_hyperonym, aria, spostamento di masse d'aria atmosferiche dovuto a differenza di temperatura o di pressione  spostamento di masse d'aria atmosferiche causato da differenze di temperatura o di pressione (Score: 0.00)""]",0,-0.33,['venti locali del Mediterraneo'],[],[]
mollare,1,1,0.0,-0.66,0,V#1263,V#34659,sciogliere e rilasciare una cima o una catena,cessare di tenere  di stringere   allentare,"['has_hyperonym, sciogliere, No Gloss (Score: 0.00)', 'has_hyponym, buttare, far cadere verso il basso. (Score: 0.00)']","['xpos_near_synonym, rilascio, il lasciar libero. (Score: 0.00)', ""has_hyperonym, smettere, interrompere volontariamente un'attività o un'azione. (Score: 0.00)"", 'has_hyponym, abbandonare, lasciare andare qualcosa  abbandonando la presa. (Score: 0.00)', 'has_xpos_hyponym, lasco, No Gloss (Score: 0.00)']",0,-0.66,"['sciogliere', 'buttare']",[],[]
Monfalcone,1,1,0.0,0.0,0,NP#1211,NP#46867,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Monopoli,1,1,0.0,0.0,0,NP#1212,NP#48283,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
monotipo,1,1,0.0326477495804639,-0.2973522504195361,0,N#1723,N#1525,imbarcazione a vela prodotta in serie  realizzata secondo gli standard richiesti per l omologazione nelle varie classi sportive,macchina compositrice che produce un solo carattere per volta e permette la correzione a mano dei singoli caratteri,"['has_hyperonym, barca a vela, No Gloss (Score: 0.00)']","[""has_hyperonym, macchina, qualunque strumento elettrico o meccanico che assiste l'uomo nel suo lavoro. (Score: 0.00)""]",0,-0.33,['barca a vela'],[],[]
monsone,1,1,0.08248746757694693,-0.2475125324230531,0,N#2499,N#17557,vento periodico causato da sbalzo termico tra aree oceaniche e aree continentali che spira dall oceano indiano verso il continente asiatico durante i mesi estivi m di mare e dal continente verso l oceano indiano durante i mesi invernali m di terra,vento periodico caldo e umido,"['has_hyperonym, vento periodico, vento che spira sempre nella stessa direzione  invertendo periodicamente il senso. (Score: 0.00)']","[""has_hyperonym, aria, spostamento di masse d'aria atmosferiche dovuto a differenza di temperatura o di pressione  spostamento di masse d'aria atmosferiche causato da differenze di temperatura o di pressione (Score: 0.00)""]",0,-0.33,['vento periodico'],[],[]
Montego_Bay,1,1,0.0,0.0,0,NP#1213,NP#48570,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
morire,1,3,0.0,-0.66,0,V#2709,V#33565,cessare di esistere,terminare  fermarsi,"['has_hyperonym, accadere, avere luogo (Score: 0.00)', 'has_hyponym, annegare, morire per soffocamento in acqua o altro liquido. (Score: 0.00)']","['has_hyperonym, terminare, avere fine in senso temporale o spaziale. (Score: 0.00)']",0,-0.66,"['accadere', 'annegare']",[],[]
moschettone,1,1,-0.1,-0.1,0,N#1724,N#18388,gancio metallico,[FALLBACK] oggetto di forma circolare o affine  o elemento di forma circolare in un oggetto.,[],"['has_hyperonym, anello, oggetto di forma circolare o affine  o elemento di forma circolare in un oggetto. (Score: 0.00)']",0,0,[],[],[]
movimento,1,5,0.0,-1.9800000000000002,0,N#1386,N#5452,movimento dell imbarcazione ,traffico intenso,"['has_hyponym, abbrivio, moto progressivo iniziale di una imbarcazione dovuta alla sua propulsione o ad altri fattori esterni  quali il vento o la corrente. (Score: 0.00)', ""has_hyponym, beccheggio, movimento oscillatorio longitudinale dell'imbarcazione (Score: 0.00)"", ""has_hyponym, marcia, movimento dell'imbarcazione dato dalla posizione dell'invertitore (neutro  avanti o indietro) e dell'acceleratore (lenta  veloce  etc.).  (Score: 0.00)"", ""has_hyponym, orzata, movimento angolare derivato dall'azione di orzare. (Score: 0.00)"", 'has_hyponym, poggiata, movimento angolare derivato dall\'atto di ""puggiare"". (Score: 0.00)', 'has_hyponym, rollata, oscillazione o sbandata laterale prodotta dal moto del mare. (Score: 0.00)']","['has_hyperonym, traffico, insieme dei pedoni e dei mezzi di trasporto presenti in un luogo (Score: 0.00)']",0,-1.9800000000000002,"['abbrivio', 'beccheggio', 'marcia', 'orzata', 'poggiata', 'rollata']",[],[]
mozzo,1,2,0.0,0.0,0,N#812,N#8823,nell attuale marina mercantile membro dell equipaggio imbarcato come apprendista,giovane marinaio con meno di 24 mesi di imbarco,[],"['has_hyperonym, marittimo, chi svolge la propria attività a bordo di una nave  spec. come membro subalterno di un equipaggio (Score: 0.00)']",0,0,[],[],[]
muoversi,1,2,0.09349477497536716,-0.8965052250246328,0,V#2573,V#33229,muoversi  cambiare la posizione in uno spazio,muoversi lungo un determinato percorso,"['has_hyponym, abbordare, investire bordo contro bordo  di punta  per fianco. (Score: 0.00)', ""has_hyponym, affogare, immergersi troppo nell'acqua. (Score: 0.00)"", ""has_hyponym, navigare, muoversi all'interno di un ipertesto scegliendo un itinerario: navigare in Internet.  (Score: 0.00)""]","['has_hyperonym, muoversi, fare dei movimenti. (Score: 0.00)', ""has_hyponym, circolare, muoversi da un luogo all'altro  detto specialmente dei veicoli nel traffico cittadino. (Score: 0.00)"", ""has_hyponym, correre, (fig.) muoversi d'un tratto verso qlco. (Score: 0.00)"", 'has_hyponym, pedalare, muoversi usando la bicicletta come mezzo di trasporto  andare in bicicletta. (Score: 0.00)', 'has_hyponym, volare, (fig.) muoversi con moto rapidissimo. (Score: 0.00)']",0,-0.99,"['abbordare', 'affogare', 'navigare']",[],[]
Nacala,1,1,0.0,0.0,0,NP#1214,NP#46772,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Nakskov,1,1,0.0,0.0,0,NP#1215,NP#47657,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Namibe,1,1,0.0,0.0,0,NP#1216,NP#47003,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Nantes,1,1,0.0,0.0,0,NP#1217,NP#46318,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Napoli,1,1,0.0,0.0,0,NP#2380,NP#45605,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
